nc_name,ens_region_id,cores,memory,storage
"3c1e74e7e4bf49ca296292c109f5f394","suzhou-telecom-3","77","257727","901028"
"6f9707b15ae4e194aaa085b3a5b0b50c","suzhou-telecom-3","77","257727","901028"
"5c2073f5b013e83629a08cc87950a450","suzhou-telecom-3","77","257727","901028"
"494d4d343179a64a51a969955c847c57","suzhou-telecom-3","77","257727","901028"
"15d7d902e4efe877f7c3ca60c3882633","suzhou-telecom-3","77","257727","901028"
"3910214d219e89f35bcf10e002dac8e1","suzhou-telecom-3","77","257727","901028"
"2384e7d10ebe091e407fae95d8d83c15","suzhou-telecom-3","77","257727","901028"
"a9adfac0380742188ab58209c96542f1","suzhou-telecom-3","77","257727","901028"
"7bf6e906e7f9dd4be39103262bcad8c6","qingdao-telecom","77","257727","901028"
"65420e8ee69b2fca2d0bb08dcbbd32cb","qingdao-telecom","77","257727","901028"
"0d77c7a9900d3d8e229dd88e1cb80726","qingdao-telecom","77","257727","901028"
"51ed7848265d68f33cba50b5e7dfee6a","qingdao-telecom","77","257727","901212"
"2359f757ba22ab951d46a65f3fbe8d72","qingdao-telecom","77","257727","901028"
"4ea5d11d990c6067eed5942e566e23a7","qingdao-telecom","77","257727","901212"
"178ae0cdffb46583d89d98830f9faad6","qingdao-telecom","77","257727","901212"
"1e2d34e1a9d9caea405804813354c41c","qingdao-telecom","77","257727","901028"
"b630157a111474b7bf371b23fbb81405","chongqing-telecom","77","257727","901212"
"c9657a6c7b063db902ed6d3a4d1fee16","chongqing-telecom","77","257727","901212"
"a835a39f6076eee4617e57b1805abdcb","chongqing-telecom","77","257727","901028"
"ae11537973e4ea7b51745612fb221532","chongqing-telecom","77","257727","901028"
"6e4619b1fc9504eb81f301b9df1d3fec","chongqing-telecom","77","225473","901212"
"74f2bbc361abfba448d89c2b35090356","chongqing-telecom","77","257727","901212"
"867145b1d57f3df264e0582e6582784d","chongqing-telecom","64","257727","901212"
"37340c3f2adbdfb30046d8107ba0f926","chongqing-telecom","77","257727","901028"
"83c2b782765682caa0e80d0f29ff1830","zhengzhou-telecom","77","257727","901212"
"ce4da86dc94bce0eaa908d593385f148","zhengzhou-telecom","77","257727","901028"
"52b18a103fc12b0492972cb767b3b048","zhengzhou-telecom","77","257727","901212"
"52391fa4c0905c39495bfceee1d459db","zhengzhou-telecom","77","257727","901028"
"4b4278b07c651245dae79b663514d02a","zhengzhou-telecom","77","257727","901212"
"e83cd475d4c35319fc8a3353673dc2fc","zhengzhou-telecom","77","257727","901212"
"c6b05a367ce14db15e6646704a044738","zhengzhou-telecom","77","257727","901028"
"622611497c801c7eea1d8e32fbb34ad5","zhengzhou-telecom","77","257727","901028"
"99cd5f791a5fc5f584953b30fc42b513","shijiazhuang-telecom-2","174","257715","901212"
"70f649b4f921445f1949edec0ce3e67b","shijiazhuang-telecom-2","174","257715","901212"
"47af7c274c193e1383cad84d6a733b50","shijiazhuang-telecom-2","174","257715","901028"
"4a515d7a02d56d35d6e82b03ae7bf333","shijiazhuang-telecom-2","174","257715","901212"
"c62a0e32e19c1d444ac416c69d7121b6","shijiazhuang-telecom-2","174","257715","901212"
"93794dfc925ddf8734beecaf460b601a","shijiazhuang-telecom-2","174","257715","901028"
"4c6930f3779e2611b26829e4919d5aa1","shijiazhuang-telecom-2","174","257715","901028"
