date,guangzhou-telecom,wuhan-telecom,xian-telecom,kunming-telecom,dalian-unicom,guangzhou-cmcc,chengdu-cmcc,xian-unicom,fuzhou-telecom,chongqing-unicom,chongqing-telecom,zhengzhou-telecom,shijiazhuang-telecom,lanzhou-telecom,zhengzhou-unicom,tianjin-unicom,nanchang-unicom,nanjing-unicom,xiamen-telecom,haerbin-telecom,guiyang-unicom,changchun-unicom,guiyang-telecom,shenzhen-unicom,nanchang-telecom,beijing-unicom,nanning-unicom,shenzhen-cmcc,beijing-telecom,nanjing-cmcc,lanzhou-unicom,wuhan-unicom,changsha-telecom,xian-cmcc,dalian-cmcc,kunming-cmcc,changsha-unicom,shanghai-other,zhengzhou-cmcc,shanghai-telecom,chengdu-telecom,wuhan-cmcc,jinan-unicom,shenzhen-telecom,shanghai-cmcc,tianjin-telecom,urumqi-telecom,kunming-unicom,xining-telecom,haerbin-cmcc,nanchang-cmcc,hefei-cmcc,hangzhou-cmcc,shijiazhuang-unicom,urumqi-cmcc,urumqi-unicom,taiyuan-telecom,haikou-telecom,changsha-cmcc,lhasa-cmcc,nanning-telecom,lhasa-unicom,xining-cmcc,nanning-cmcc,yinchuan-cmcc,tianjin-cmcc,shanghai-unicom,yinchuan-unicom,haikou-unicom,haikou-cmcc,chengdu-unicom,jinan-cmcc,haerbin-unicom,chongqing-cmcc,hohhot-telecom,taiyuan-cmcc,hangzhou-telecom
2020-06-01 00:00:00,242.81600000000003,177.924,161.03799999999995,15.321333333333326,125.32399999999997,123.74333333333333,84.70133599733596,97.39799999999997,3.5173333333333323,87.37733333333334,40.455999999999996,22.35599999999999,141.14614285714288,17.291999999999998,95.19333333333334,22.011999999999997,17.389333333333322,110.41353846153842,43.13733333333333,23.651999999999994,16.7152564102564,54.95333333333331,141.14361904761904,16.791999999999984,37.406666666666666,9.949333333333334,8.075999999999999,23.21333333333333,2.8693333333333264,260.0450476190476,3.7679999999999954,43.38685714285712,183.3713659673659,78.58558241758239,86.86666666666667,78.40133333333331,60.717285714285715,17.35733333333333,123.10666666666667,27.970007326007316,19.302666666666664,36.31429510719164,77.50799999999997,44.64799999999998,36.86123809523809,6.449333333333333,13.203999999999999,22.144,4.767999999999997,16.934666666666665,11.486666666666663,24.330666666666655,11.802666666666667,6.851999999999995,33.699999999999996,12.314666666666666,4.478666666666664,2.385333333333331,11.394666666666664,12.299999999999994,11.637333333333327,2.001333333333331,17.346476190476185,16.465333333333334,6.450666666666664,6.250453544061301,12.406666666666666,2.090666666666666,3.3573333333333286,6.930666666666665,5.847999999999999,43.58866666666664,0.8693333333333332,29.974666666666664,2.730666666666666,1.0999999999999996,58.87333333333333
2020-06-01 00:15:00,220.4128571428571,147.728,152.48466666666664,13.506666666666659,114.72933333333332,117.72738095238094,71.26371428571427,95.5453333333333,3.092,75.0813333333333,31.082666666666658,20.250666666666667,149.94057142857136,15.758666666666658,77.77466666666666,20.042666666666662,16.374666666666656,103.79409523809524,39.54133333333334,21.033333333333324,16.793952380952373,51.75733333333333,131.97333333333333,16.069333333333322,28.896,9.298666666666666,7.9415238095238045,21.939999999999994,2.3339999999999965,243.03025641025638,3.558666666666663,39.89799999999998,146.3833333333333,62.65094505494503,77.05866666666667,63.748666666666644,53.720666666666645,17.188666666666663,107.89933333333333,25.722780219780212,18.597333333333324,31.642814723590575,80.68933333333331,57.35866666666665,35.11283333333333,6.071999999999999,13.117333333333331,20.870666666666658,4.521333333333332,15.71199999999999,10.519999999999998,22.27066666666666,10.609333333333332,6.087999999999998,32.48799999999999,12.419999999999996,4.267999999999999,2.249333333333331,10.846666666666666,12.346666666666662,10.87733333333333,1.8439999999999983,16.715999999999994,15.091999999999993,6.090666666666665,5.616880062944717,11.42333333333333,1.8213333333333326,2.8533333333333286,6.311999999999996,5.135999999999999,42.82533333333331,0.8639999999999997,26.60533333333333,2.562666666666666,1.1186666666666665,65.72399999999999
2020-06-01 00:30:00,208.11619047619047,127.56354789272031,143.15399999999997,12.774666666666656,101.724,112.76766666666667,62.93041025641024,81.81666666666662,2.6479999999999992,72.70266666666664,28.157333333333327,18.242666666666658,142.72592566054632,14.739999999999991,71.2613333333333,18.279999999999994,16.20533333333333,97.83333333333329,37.26533333333333,20.07733333333333,15.920461538461533,49.11333333333333,121.1492380952381,15.627999999999984,24.833333333333325,9.141333333333332,7.566095238095233,20.55790476190476,2.1753333333333296,228.61464735264732,3.263999999999997,38.71157142857141,143.83038095238095,60.550666666666636,74.74799999999999,60.61999999999997,47.7664761904762,17.41799999999999,99.41599999999998,24.273684981684973,17.361333333333324,29.20702751654474,68.25466666666664,76.00704761904763,31.884666666666654,5.957333333333333,12.938666666666665,19.689333333333327,4.347999999999995,14.843999999999996,10.066666666666665,20.487999999999992,10.21733333333333,5.861333333333331,32.474666666666664,12.454666666666661,4.09733333333333,2.1866666666666656,10.382666666666665,11.770666666666664,9.343999999999996,1.6866666666666643,16.605523809523806,13.861333333333326,5.762666666666668,5.244390325670495,11.13866666666666,1.823999999999999,2.7013333333333307,5.877333333333332,4.749333333333328,36.36133333333331,0.8693333333333332,25.39066666666666,2.2826666666666657,1.013333333333333,55.202666666666666
2020-06-01 00:45:00,200.0846666666667,123.8302662835249,136.16733333333332,11.80666666666666,84.02399999999996,111.02233333333331,57.17542657342657,78.62066666666666,2.7013333333333316,67.972,25.489333333333338,17.149333333333328,123.19516338259437,14.57866666666666,67.88533333333334,17.06266666666666,15.870666666666658,92.69885714285711,35.059999999999995,19.051999999999992,15.917285714285713,46.635999999999996,118.02866666666665,15.054666666666659,22.695999999999994,8.621333333333332,6.997831501831494,19.17599999999999,2.1246666666666627,225.33780952380943,2.774666666666665,34.27830769230767,141.70514285714285,58.85143956043954,71.44266666666665,53.66799999999999,50.493999999999986,17.108666666666664,88.95866666666663,23.194142857142843,16.555999999999994,28.834605911330037,56.61599999999998,64.364,30.216600732600725,5.854666666666665,13.063999999999997,18.22933333333333,4.039999999999997,14.643999999999997,9.615999999999996,19.17066666666666,9.468,5.342666666666664,31.112,13.701333333333334,3.7359999999999998,2.4119999999999986,9.774666666666661,10.829333333333329,8.748,1.6319999999999986,16.585333333333317,12.942666666666664,5.866666666666665,4.948992816091952,10.769333333333329,1.6826666666666665,2.626666666666664,5.7653333333333325,4.634666666666664,31.598666666666652,0.7599999999999976,24.203999999999997,2.1919999999999993,1.0293333333333328,41.339999999999996
2020-06-01 01:00:00,197.08971428571422,125.21098467432952,139.93666666666667,10.031999999999995,86.81800000000003,104.60566666666665,54.33542857142855,77.02345402298847,2.539999999999998,58.66266666666664,23.097333333333328,15.885333333333325,119.10966420361244,13.642666666666663,61.847999999999985,15.88933333333333,15.427999999999995,87.9827179487179,32.52399999999999,18.42933333333333,15.106952380952373,46.60543589743589,109.61733333333332,14.56666666666666,22.229333333333326,8.288,6.7362380952380905,17.701333333333327,2.3293333333333295,217.75599999999994,2.5359999999999934,33.0738095238095,128.93599999999995,51.973095238095226,65.22933333333333,48.20933333333332,26.877714285714283,16.94933333333333,82.81133333333331,22.163142857142844,14.786666666666662,24.7717176539935,49.88399999999999,32.78666666666666,28.437897435897437,6.041333333333333,12.573999999999996,16.04666666666666,3.7346666666666644,13.687999999999997,9.019999999999998,16.98533333333333,8.798666666666664,4.765333333333332,33.03333333333334,13.259999999999994,3.3773333333333295,2.4066666666666654,8.762666666666668,9.909333333333327,8.030666666666665,1.6546666666666656,16.12095238095237,12.02133333333333,5.117333333333331,4.66752681992337,10.20266666666666,1.7999999999999994,2.626666666666664,4.992,4.318666666666661,28.521333333333313,0.5279999999999996,20.959999999999994,2.074666666666666,1.0799999999999996,37.85999999999999
2020-06-01 01:15:00,172.3136923076923,122.90365134099616,124.20866666666662,9.355999999999993,83.54399999999997,98.27533333333332,54.839761904761886,70.02747126436779,2.1413333333333315,55.08933333333332,21.471762452107267,14.426666666666659,107.88486206896552,13.52533333333333,60.41199999999999,14.781333333333333,15.051999999999994,84.57704761904759,29.279999999999994,18.109333333333336,15.542423076923075,45.794666666666664,102.44466666666666,14.117333333333324,20.22933333333332,7.930666666666666,6.339999999999994,16.374666666666656,2.1839999999999966,196.34766300366292,2.0946666666666642,33.197999999999986,134.76695238095232,53.07154945054943,61.777333333333324,45.47999999999998,36.72733333333333,17.14266666666666,77.81466666666665,20.916333333333323,13.602666666666662,23.549266631835582,45.93866666666664,19.98495238095237,26.48945454545454,4.957333333333332,11.679333333333332,14.610666666666663,3.5719999999999987,12.827999999999994,8.258666666666665,16.489333333333327,8.270666666666664,4.349333333333331,30.573333333333334,13.987999999999996,2.902666666666664,2.0319999999999987,8.197333333333331,10.10533333333333,7.590666666666665,1.5439999999999987,17.763238095238087,10.871999999999995,4.682666666666664,4.2997595785440605,9.571999999999992,1.6906666666666665,2.466666666666665,4.95733333333333,3.50533333333333,27.887999999999987,0.5466666666666664,19.611999999999988,2.0053333333333327,1.0599999999999994,33.22933333333334
2020-06-01 01:30:00,175.15466666666669,116.85431800766281,117.58933333333331,9.08266666666666,71.79333333333331,96.54361904761905,48.4107912087912,68.01474329501913,2.2386666666666653,47.92533333333331,20.34720210727968,13.186666666666657,84.15303858784887,13.227999999999994,57.837333333333326,13.983999999999995,14.87866666666666,82.44800000000001,27.05466666666665,17.723999999999997,15.553004329004324,40.251523809523796,100.37885714285713,13.470666666666654,19.537333333333322,7.634666666666665,6.554666666666661,15.114666666666661,2.249999999999996,191.92578571428572,1.88533333333333,28.552666666666646,129.53266666666667,50.73624175824174,55.45999999999997,41.73999999999999,43.59266666666665,16.996666666666663,73.78866666666667,19.83133333333333,12.626666666666663,21.802789272030633,42.01866666666664,15.95314285714285,24.258666666666663,4.998666666666666,10.598666666666666,13.499999999999995,3.447999999999998,12.241333333333332,8.135999999999996,15.449333333333328,7.591999999999998,3.910666666666663,29.535999999999998,13.433333333333326,2.679999999999996,1.8586666666666636,7.555999999999998,9.00533333333333,7.194666666666663,1.4573333333333318,15.974871794871781,10.450666666666665,4.216,4.160405172413792,9.201333333333325,1.5413333333333323,2.610666666666664,4.610666666666664,3.179999999999998,25.465333333333323,0.5386666666666664,18.358666666666668,2.0026666666666664,1.0399999999999998,32.291999999999994
2020-06-01 01:45:00,166.1206666666667,108.12015134099614,107.99733333333333,7.870666666666659,61.85952380952379,93.04533333333333,46.08252380952379,72.12226053639846,1.984,46.807999999999986,18.713150383141755,12.379999999999995,83.49153331964972,11.96933333333333,51.898666666666664,13.007999999999997,14.666666666666659,78.78999999999996,25.257333333333325,16.165333333333322,14.681666666666661,39.090666666666664,93.41399999999999,12.915999999999993,18.375999999999987,7.341333333333334,6.284666666666662,14.005333333333327,2.1973333333333285,179.28412121212116,1.7426666666666624,27.84999999999998,127.48866666666666,54.31114285714284,50.05466666666666,37.697999999999986,36.0430476190476,16.72933333333333,69.67999999999998,18.9064632034632,12.233333333333327,20.910994400235765,40.66533333333331,14.269333333333321,23.0714935064935,9.629333333333333,10.34533333333333,12.627999999999995,3.3093333333333326,11.758666666666663,7.558666666666664,13.883999999999991,7.063999999999998,3.7173333333333307,27.972,12.189333333333332,2.7093333333333294,1.7226666666666648,7.245333333333331,8.026666666666664,6.609333333333328,1.3853333333333315,16.017333333333323,10.046666666666662,4.082666666666664,3.980913793103446,8.283999999999995,1.3893333333333324,2.5439999999999965,4.474666666666662,3.1786666666666625,23.597333333333314,0.5279999999999996,16.53333333333332,1.866666666666666,1.0413333333333328,33.44399999999999
2020-06-01 02:00:00,155.49333333333325,116.79142720306513,98.90333333333331,7.726677203065129,63.483999999999966,87.63466666666667,43.77333333333331,63.487735632183906,2.0306666666666655,47.86266666666665,16.916438697317993,12.009333333333325,77.52125309460652,11.830666666666662,44.78799999999998,12.24933333333333,15.010666666666658,77.47066666666665,23.376583333333322,15.731999999999996,15.559999999999995,36.61199999999998,90.47999999999999,12.450666666666658,18.05599999999999,6.971999999999998,6.438952380952377,13.018666666666661,2.2966666666666624,175.7244761904762,2.011999999999994,27.665146520146507,101.49380952380953,45.04495238095235,48.21466666666666,34.55266666666665,31.758476190476184,17.049999999999994,67.54666666666662,18.02679853479852,10.786666666666662,19.190034293292896,43.89999999999997,14.234666666666653,21.782476190476178,15.438666666666668,9.229999999999997,11.825333333333331,3.01733333333333,11.47333333333333,6.971999999999997,13.481333333333323,6.955999999999999,3.5133333333333296,25.19333333333333,9.683999999999997,2.4306666666666636,1.387999999999998,6.975999999999998,7.639999999999994,6.271999999999994,1.326666666666665,16.296190476190464,9.863999999999995,3.2853333333333303,3.8840886015325653,8.171999999999995,1.549333333333332,2.159999999999997,4.245333333333329,2.6586666666666647,23.643999999999984,0.536,15.057333333333325,1.8399999999999987,1.0599999999999996,28.59999999999999
2020-06-01 02:15:00,158.59333333333325,108.08332950191569,84.95533333333327,7.069819923371639,61.307999999999964,79.88666666666666,40.54040093240091,54.027888888888874,1.694666666666666,48.10666666666665,15.69011494252873,10.879999999999992,72.06409537493155,11.657333333333332,43.343999999999994,11.567999999999996,14.438666666666657,77.496,21.7071724137931,15.055999999999994,15.627282051282048,36.23866666666667,86.12933333333332,12.033333333333324,16.885333333333325,6.602666666666667,6.526153846153842,12.106857142857141,2.150666666666663,167.6981645021645,1.9279999999999968,25.874904761904748,132.36596825396822,39.925763736263725,50.03333333333332,31.674666666666656,29.521666666666665,17.14133333333332,67.608,17.166761904761888,9.606234674329498,17.08570607553364,41.4613333333333,12.71599999999999,19.433034965034956,15.396000000000003,8.869999999999996,11.219999999999997,2.861333333333332,10.667999999999994,6.653333333333329,12.501333333333324,6.5653333333333315,3.283999999999995,22.45199999999999,8.226666666666665,2.6359999999999957,1.5306666666666657,6.8506666666666645,7.385333333333329,5.881333333333329,1.3573333333333322,15.786666666666658,8.851999999999995,3.3546666666666654,3.54450335249042,7.463999999999996,1.405333333333332,2.282666666666664,4.375999999999999,2.4973333333333296,22.093333333333312,0.5333333333333332,14.08666666666666,1.7866666666666655,1.0573333333333328,29.323999999999998
